index,session_id,total_pages,avg_scroll_depth,avg_mouse_movements,avg_time_on_page,user_id,first_timestamp,last_timestamp,session_duration_sec,requests_per_sec,bot_score,classification
0,S000001,4,56.25,79.5,110.75,U0001,2024-01-28 06:03:46.000000,2024-01-28 06:05:16.000000,90.0,0.044444444444444446,0,Human
1,S000002,11,72.0,125.45454545454545,89.0909090909091,U0002,2024-01-30 22:11:21.000000,2024-01-30 22:16:21.000000,300.0,0.03666666666666667,0,Human
2,S000003,13,74.46153846153847,115.23076923076923,89.92307692307692,U0003,2024-01-09 22:12:34.000000,2024-01-09 22:18:34.000000,360.0,0.03611111111111111,0,Human
3,S000004,14,75.28571428571429,129.42857142857142,94.78571428571429,U0004,2024-01-30 00:12:16.000000,2024-01-30 00:18:46.000000,390.0,0.035897435897435895,0,Human
4,S000005,4,80.75,95.25,47.75,U0005,2024-01-10 14:02:13.000000,2024-01-10 14:03:43.000000,90.0,0.044444444444444446,0,Human
5,S000006,12,67.0,110.83333333333333,64.58333333333333,U0006,2024-01-25 08:12:39.000000,2024-01-25 08:18:09.000000,330.0,0.03636363636363636,0,Human
6,S000007,14,67.42857142857143,105.71428571428571,95.42857142857143,U0007,2024-01-30 17:11:27.000000,2024-01-30 17:17:57.000000,390.0,0.035897435897435895,0,Human
7,S000008,7,74.14285714285714,88.85714285714286,84.85714285714286,U0008,2024-01-31 00:06:57.000000,2024-01-31 00:09:57.000000,180.0,0.03888888888888889,0,Human
8,S000009,11,72.0,89.81818181818181,82.27272727272727,U0009,2024-01-19 20:10:59.000000,2024-01-19 20:15:59.000000,300.0,0.03666666666666667,0,Human
9,S000010,6,63.833333333333336,117.83333333333333,68.83333333333333,U0010,2024-01-29 03:04:36.000000,2024-01-29 03:07:06.000000,150.0,0.04,0,Human
10,S000011,3,74.0,99.0,126.33333333333333,U0011,2024-01-19 14:02:53.000000,2024-01-19 14:03:53.000000,60.0,0.05,0,Human
11,S000012,5,69.0,109.8,138.2,U0012,2024-01-24 15:04:01.000000,2024-01-24 15:06:01.000000,120.0,0.041666666666666664,0,Human
12,S000013,13,74.6923076923077,111.84615384615384,131.30769230769232,U0013,2024-01-22 23:13:52.000000,2024-01-22 23:19:52.000000,360.0,0.03611111111111111,0,Human
13,S000014,10,77.0,114.5,103.8,U0014,2024-01-12 17:08:29.000000,2024-01-12 17:12:59.000000,270.0,0.037037037037037035,0,Human
14,S000015,15,70.06666666666666,92.13333333333334,99.53333333333333,U0015,2024-01-29 23:13:06.000000,2024-01-29 23:20:06.000000,420.0,0.03571428571428571,0,Human
15,S000016,6,72.33333333333333,118.16666666666667,121.5,U0016,2024-01-27 18:04:28.000000,2024-01-27 18:06:58.000000,150.0,0.04,0,Human
16,S000017,7,72.14285714285714,99.71428571428571,97.14285714285714,U0017,2024-01-26 06:06:52.000000,2024-01-26 06:09:52.000000,180.0,0.03888888888888889,0,Human
17,S000018,15,68.13333333333334,89.46666666666667,96.53333333333333,U0018,2024-01-20 02:13:49.000000,2024-01-20 02:20:49.000000,420.0,0.03571428571428571,0,Human
18,S000019,13,70.53846153846153,104.84615384615384,82.0,U0019,2024-01-25 14:11:35.000000,2024-01-25 14:17:35.000000,360.0,0.03611111111111111,0,Human
19,S000020,12,74.41666666666667,117.41666666666667,90.0,U0020,2024-01-14 02:13:12.000000,2024-01-14 02:18:42.000000,330.0,0.03636363636363636,0,Human
20,S000021,7,65.28571428571429,104.71428571428571,96.14285714285714,U0021,2024-01-14 10:06:28.000000,2024-01-14 10:09:28.000000,180.0,0.03888888888888889,0,Human
21,S000022,4,73.0,99.25,83.5,U0022,2024-01-20 16:03:06.000000,2024-01-20 16:04:36.000000,90.0,0.044444444444444446,0,Human
22,S000023,3,80.33333333333333,114.0,105.0,U0023,2024-01-12 09:02:02.000000,2024-01-12 09:03:02.000000,60.0,0.05,0,Human
23,S000024,9,72.44444444444444,135.22222222222223,102.44444444444444,U0024,2024-01-25 09:09:38.000000,2024-01-25 09:13:38.000000,240.0,0.0375,0,Human
24,S000025,6,61.0,96.0,76.16666666666667,U0025,2024-01-03 22:06:26.000000,2024-01-03 22:08:56.000000,150.0,0.04,0,Human
25,S000026,13,69.76923076923077,128.3846153846154,119.6923076923077,U0026,2024-01-27 10:15:22.000000,2024-01-27 10:21:22.000000,360.0,0.03611111111111111,0,Human
26,S000027,3,73.33333333333333,85.0,115.66666666666667,U0027,2024-01-28 13:01:02.000000,2024-01-28 13:02:02.000000,60.0,0.05,0,Human
27,S000028,7,70.14285714285714,141.85714285714286,117.28571428571429,U0028,2024-01-08 00:05:37.000000,2024-01-08 00:08:37.000000,180.0,0.03888888888888889,0,Human
28,S000029,13,56.76923076923077,124.92307692307692,111.3076923076923,U0029,2024-01-10 10:13:40.000000,2024-01-10 10:19:40.000000,360.0,0.03611111111111111,0,Human
29,S000030,6,68.0,68.66666666666667,105.33333333333333,U0030,2024-01-10 05:05:36.000000,2024-01-10 05:08:06.000000,150.0,0.04,0,Human
30,S000031,12,70.75,136.0,96.08333333333333,U0031,2024-01-22 21:09:56.000000,2024-01-22 21:15:26.000000,330.0,0.03636363636363636,0,Human
31,S000032,4,70.25,122.25,104.0,U0032,2024-01-04 15:04:06.000000,2024-01-04 15:05:36.000000,90.0,0.044444444444444446,0,Human
32,S000033,6,71.83333333333333,150.0,134.5,U0033,2024-01-22 15:07:33.000000,2024-01-22 15:10:03.000000,150.0,0.04,0,Human
33,S000034,8,62.625,118.75,111.0,U0034,2024-01-15 11:05:38.000000,2024-01-15 11:09:08.000000,210.0,0.0380952380952381,0,Human
34,S000035,8,65.25,109.5,84.0,U0035,2024-01-05 20:06:00.000000,2024-01-05 20:09:30.000000,210.0,0.0380952380952381,0,Human
35,S000036,9,63.0,108.66666666666667,91.0,U0036,2024-01-25 11:09:41.000000,2024-01-25 11:13:41.000000,240.0,0.0375,0,Human
36,S000037,4,61.25,120.0,129.25,U0037,2024-01-28 23:03:41.000000,2024-01-28 23:05:11.000000,90.0,0.044444444444444446,0,Human
37,S000038,10,65.8,108.0,119.0,U0038,2024-01-20 16:09:41.000000,2024-01-20 16:14:11.000000,270.0,0.037037037037037035,0,Human
38,S000039,9,63.666666666666664,115.22222222222223,96.0,U0039,2024-01-29 22:09:43.000000,2024-01-29 22:13:43.000000,240.0,0.0375,0,Human
39,S000040,12,74.0,92.58333333333333,86.66666666666667,U0040,2024-01-06 14:11:16.000000,2024-01-06 14:16:46.000000,330.0,0.03636363636363636,0,Human
40,S000041,11,66.9090909090909,103.18181818181819,96.9090909090909,U0041,2024-01-17 21:11:45.000000,2024-01-17 21:16:45.000000,300.0,0.03666666666666667,0,Human
41,S000042,9,64.88888888888889,117.55555555555556,118.11111111111111,U0042,2024-01-13 10:07:24.000000,2024-01-13 10:11:24.000000,240.0,0.0375,0,Human
42,S000043,7,78.57142857142857,111.85714285714286,110.28571428571429,U0043,2024-01-02 13:05:29.000000,2024-01-02 13:08:29.000000,180.0,0.03888888888888889,0,Human
43,S000044,4,66.25,132.5,107.25,U0044,2024-01-19 02:02:30.000000,2024-01-19 02:04:00.000000,90.0,0.044444444444444446,0,Human
44,S000045,15,69.13333333333334,107.73333333333333,96.06666666666666,U0045,2024-01-28 06:15:13.000000,2024-01-28 06:22:13.000000,420.0,0.03571428571428571,0,Human
45,S000046,14,73.0,86.85714285714286,104.78571428571429,U0046,2024-01-07 17:13:06.000000,2024-01-07 17:19:36.000000,390.0,0.035897435897435895,0,Human
46,S000047,7,67.71428571428571,138.0,98.0,U0047,2024-01-27 16:05:46.000000,2024-01-27 16:08:46.000000,180.0,0.03888888888888889,0,Human
47,S000048,10,75.9,91.3,108.3,U0048,2024-01-07 17:07:33.000000,2024-01-07 17:12:03.000000,270.0,0.037037037037037035,0,Human
48,S000049,6,62.333333333333336,99.0,119.0,U0049,2024-01-11 06:04:39.000000,2024-01-11 06:07:09.000000,150.0,0.04,0,Human
49,S000050,7,70.57142857142857,133.28571428571428,98.28571428571429,U0050,2024-01-24 11:05:38.000000,2024-01-24 11:08:38.000000,180.0,0.03888888888888889,0,Human
50,S000051,11,69.0909090909091,132.27272727272728,87.18181818181819,U0051,2024-01-22 17:10:50.000000,2024-01-22 17:15:50.000000,300.0,0.03666666666666667,0,Human
51,S000052,10,64.6,124.9,101.0,U0052,2024-01-08 09:09:53.000000,2024-01-08 09:14:23.000000,270.0,0.037037037037037035,0,Human
52,S000053,6,68.83333333333333,63.166666666666664,127.66666666666667,U0053,2024-01-11 05:04:26.000000,2024-01-11 05:06:56.000000,150.0,0.04,0,Human
53,S000054,9,67.33333333333333,127.0,92.11111111111111,U0054,2024-01-02 13:08:52.000000,2024-01-02 13:12:52.000000,240.0,0.0375,0,Human
54,S000055,5,73.4,108.6,85.4,U0055,2024-01-05 01:03:41.000000,2024-01-05 01:05:41.000000,120.0,0.041666666666666664,0,Human
55,S000056,13,67.76923076923077,139.76923076923077,100.07692307692308,U0056,2024-01-18 07:16:08.000000,2024-01-18 07:22:08.000000,360.0,0.03611111111111111,0,Human
56,S000057,15,68.46666666666667,92.46666666666667,70.73333333333333,U0057,2024-01-29 16:15:43.000000,2024-01-29 16:22:43.000000,420.0,0.03571428571428571,0,Human
57,S000058,10,74.0,136.0,98.2,U0058,2024-01-18 03:11:46.000000,2024-01-18 03:16:16.000000,270.0,0.037037037037037035,0,Human
58,S000059,3,44.333333333333336,126.66666666666667,112.33333333333333,U0059,2024-01-20 18:01:07.000000,2024-01-20 18:02:07.000000,60.0,0.05,15,Human
59,S000060,13,69.61538461538461,118.61538461538461,105.38461538461539,U0060,2024-01-17 02:12:25.000000,2024-01-17 02:18:25.000000,360.0,0.03611111111111111,0,Human
60,S000061,14,73.92857142857143,111.78571428571429,99.07142857142857,U0061,2024-01-28 09:14:23.000000,2024-01-28 09:20:53.000000,390.0,0.035897435897435895,0,Human
61,S000062,8,79.625,101.125,99.75,U0062,2024-01-04 08:06:37.000000,2024-01-04 08:10:07.000000,210.0,0.0380952380952381,0,Human
62,S000063,13,70.23076923076923,135.3846153846154,89.3076923076923,U0063,2024-01-25 01:14:19.000000,2024-01-25 01:20:19.000000,360.0,0.03611111111111111,0,Human
63,S000064,14,66.71428571428571,91.78571428571429,97.64285714285714,U0064,2024-01-07 13:11:21.000000,2024-01-07 13:17:51.000000,390.0,0.035897435897435895,0,Human
64,S000065,15,71.06666666666666,123.0,102.8,U0065,2024-01-17 05:15:24.000000,2024-01-17 05:22:24.000000,420.0,0.03571428571428571,0,Human
65,S000066,13,66.6923076923077,110.6923076923077,100.38461538461539,U0066,2024-01-29 21:09:57.000000,2024-01-29 21:15:57.000000,360.0,0.03611111111111111,0,Human
66,S000067,9,68.77777777777777,135.33333333333334,116.88888888888889,U0067,2024-01-19 10:06:39.000000,2024-01-19 10:10:39.000000,240.0,0.0375,0,Human
67,S000068,7,67.0,116.71428571428571,102.42857142857143,U0068,2024-01-11 04:05:41.000000,2024-01-11 04:08:41.000000,180.0,0.03888888888888889,0,Human
68,S000069,9,67.33333333333333,80.88888888888889,119.22222222222223,U0069,2024-01-22 02:07:47.000000,2024-01-22 02:11:47.000000,240.0,0.0375,0,Human
69,S000070,6,67.83333333333333,147.0,52.666666666666664,U0070,2024-01-11 02:07:28.000000,2024-01-11 02:09:58.000000,150.0,0.04,0,Human
70,S000071,5,76.8,87.0,74.4,U0071,2024-01-11 15:04:06.000000,2024-01-11 15:06:06.000000,120.0,0.041666666666666664,0,Human
71,S000072,13,66.07692307692308,135.3846153846154,64.61538461538461,U0072,2024-01-28 02:13:24.000000,2024-01-28 02:19:24.000000,360.0,0.03611111111111111,0,Human
72,S000073,11,78.81818181818181,108.27272727272727,70.36363636363636,U0073,2024-01-10 15:10:07.000000,2024-01-10 15:15:07.000000,300.0,0.03666666666666667,0,Human
73,S000074,4,71.25,84.0,91.75,U0074,2024-01-28 12:04:01.000000,2024-01-28 12:05:31.000000,90.0,0.044444444444444446,0,Human
74,S000075,3,74.0,50.0,52.333333333333336,U0075,2024-01-23 12:02:23.000000,2024-01-23 12:03:23.000000,60.0,0.05,0,Human
75,S000076,3,65.33333333333333,76.66666666666667,86.0,U0076,2024-01-02 16:01:49.000000,2024-01-02 16:02:49.000000,60.0,0.05,0,Human
76,S000077,11,69.27272727272727,101.0909090909091,79.0,U0077,2024-01-07 15:09:41.000000,2024-01-07 15:14:41.000000,300.0,0.03666666666666667,0,Human
77,S000078,15,69.53333333333333,103.6,92.8,U0078,2024-01-11 21:14:20.000000,2024-01-11 21:21:20.000000,420.0,0.03571428571428571,0,Human
78,S000079,14,68.64285714285714,107.07142857142857,85.85714285714286,U0079,2024-01-17 01:08:57.000000,2024-01-17 01:15:27.000000,390.0,0.035897435897435895,0,Human
79,S000080,5,68.8,89.6,50.4,U0080,2024-01-14 23:03:56.000000,2024-01-14 23:05:56.000000,120.0,0.041666666666666664,0,Human
80,S000081,4,56.25,135.5,80.0,U0081,2024-01-28 12:03:17.000000,2024-01-28 12:04:47.000000,90.0,0.044444444444444446,0,Human
81,S000082,9,70.44444444444444,120.0,88.22222222222223,U0082,2024-01-30 03:08:41.000000,2024-01-30 03:12:41.000000,240.0,0.0375,0,Human
82,S000083,15,65.46666666666667,114.53333333333333,95.86666666666666,U0083,2024-01-02 06:16:50.000000,2024-01-02 06:23:50.000000,420.0,0.03571428571428571,0,Human
83,S000084,9,73.44444444444444,147.22222222222223,68.22222222222223,U0084,2024-01-29 06:09:00.000000,2024-01-29 06:13:00.000000,240.0,0.0375,0,Human
84,S000085,8,83.375,123.0,87.0,U0085,2024-01-11 03:06:38.000000,2024-01-11 03:10:08.000000,210.0,0.0380952380952381,0,Human
85,S000086,3,87.66666666666667,82.33333333333333,126.33333333333333,U0086,2024-01-13 13:02:23.000000,2024-01-13 13:03:23.000000,60.0,0.05,0,Human
86,S000087,13,68.38461538461539,110.61538461538461,91.61538461538461,U0087,2024-01-19 09:08:26.000000,2024-01-19 09:14:26.000000,360.0,0.03611111111111111,0,Human
87,S000088,8,76.75,129.25,74.0,U0088,2024-01-29 12:08:57.000000,2024-01-29 12:12:27.000000,210.0,0.0380952380952381,0,Human
88,S000089,12,74.16666666666667,113.83333333333333,88.33333333333333,U0089,2024-01-07 07:12:54.000000,2024-01-07 07:18:24.000000,330.0,0.03636363636363636,0,Human
89,S000090,7,73.42857142857143,97.71428571428571,104.71428571428571,U0090,2024-01-14 06:04:46.000000,2024-01-14 06:07:46.000000,180.0,0.03888888888888889,0,Human
90,S000091,6,69.16666666666667,109.16666666666667,95.33333333333333,U0091,2024-01-03 11:06:37.000000,2024-01-03 11:09:07.000000,150.0,0.04,0,Human
91,S000092,3,72.0,140.0,67.33333333333333,U0092,2024-01-17 11:01:36.000000,2024-01-17 11:02:36.000000,60.0,0.05,0,Human
92,S000093,6,66.5,125.33333333333333,111.0,U0093,2024-01-01 08:05:03.000000,2024-01-01 08:07:33.000000,150.0,0.04,0,Human
93,S000094,7,71.28571428571429,125.85714285714286,92.28571428571429,U0094,2024-01-14 20:08:03.000000,2024-01-14 20:11:03.000000,180.0,0.03888888888888889,0,Human
94,S000095,10,58.5,88.0,102.7,U0095,2024-01-05 03:09:38.000000,2024-01-05 03:14:08.000000,270.0,0.037037037037037035,0,Human
95,S000096,7,73.28571428571429,111.14285714285714,75.71428571428571,U0096,2024-01-20 06:06:09.000000,2024-01-20 06:09:09.000000,180.0,0.03888888888888889,0,Human
96,S000097,5,78.4,87.6,61.4,U0097,2024-01-14 01:05:45.000000,2024-01-14 01:07:45.000000,120.0,0.041666666666666664,0,Human
97,S000098,11,66.27272727272727,114.18181818181819,107.81818181818181,U0098,2024-01-26 03:10:07.000000,2024-01-26 03:15:07.000000,300.0,0.03666666666666667,0,Human
98,S000099,6,68.0,74.16666666666667,112.16666666666667,U0099,2024-01-23 07:02:34.000000,2024-01-23 07:05:04.000000,150.0,0.04,0,Human
99,S000100,3,79.0,83.33333333333333,95.0,U0100,2024-01-08 10:01:56.000000,2024-01-08 10:02:56.000000,60.0,0.05,0,Human
100,S000101,7,69.42857142857143,153.71428571428572,89.57142857142857,U0101,2024-01-27 12:06:42.000000,2024-01-27 12:09:42.000000,180.0,0.03888888888888889,0,Human
101,S000102,10,74.3,117.6,113.0,U0102,2024-01-06 13:09:27.000000,2024-01-06 13:13:57.000000,270.0,0.037037037037037035,0,Human
102,S000103,3,64.0,128.0,128.33333333333334,U0103,2024-01-12 20:02:50.000000,2024-01-12 20:03:50.000000,60.0,0.05,0,Human
103,S000104,4,84.75,115.75,112.25,U0104,2024-01-01 18:05:08.000000,2024-01-01 18:06:38.000000,90.0,0.044444444444444446,0,Human
104,S000105,11,71.27272727272727,120.72727272727273,103.18181818181819,U0105,2024-01-15 03:09:02.000000,2024-01-15 03:14:02.000000,300.0,0.03666666666666667,0,Human
105,S000106,14,77.78571428571429,112.71428571428571,85.14285714285714,U0106,2024-01-08 13:14:32.000000,2024-01-08 13:21:02.000000,390.0,0.035897435897435895,0,Human
106,S000107,3,80.66666666666667,131.33333333333334,132.66666666666666,U0107,2024-01-07 05:02:07.000000,2024-01-07 05:03:07.000000,60.0,0.05,0,Human
107,S000108,14,62.857142857142854,113.21428571428571,104.0,U0108,2024-01-13 06:13:45.000000,2024-01-13 06:20:15.000000,390.0,0.035897435897435895,0,Human
108,S000109,8,72.25,122.375,86.25,U0109,2024-01-04 22:06:07.000000,2024-01-04 22:09:37.000000,210.0,0.0380952380952381,0,Human
109,S000110,4,50.25,70.5,61.25,U0110,2024-01-04 12:03:49.000000,2024-01-04 12:05:19.000000,90.0,0.044444444444444446,0,Human
110,S000111,6,75.16666666666667,120.66666666666667,82.66666666666667,U0111,2024-01-25 12:05:18.000000,2024-01-25 12:07:48.000000,150.0,0.04,0,Human
111,S000112,9,67.0,118.44444444444444,89.55555555555556,U0112,2024-01-17 06:07:26.000000,2024-01-17 06:11:26.000000,240.0,0.0375,0,Human
112,S000113,13,67.0,128.6153846153846,96.46153846153847,U0113,2024-01-20 16:12:05.000000,2024-01-20 16:18:05.000000,360.0,0.03611111111111111,0,Human
113,S000114,14,62.285714285714285,123.28571428571429,95.0,U0114,2024-01-04 06:11:24.000000,2024-01-04 06:17:54.000000,390.0,0.035897435897435895,0,Human
114,S000115,9,66.66666666666667,96.0,100.66666666666667,U0115,2024-01-28 21:08:42.000000,2024-01-28 21:12:42.000000,240.0,0.0375,0,Human
115,S000116,12,74.66666666666667,102.58333333333333,113.66666666666667,U0116,2024-01-06 10:12:26.000000,2024-01-06 10:17:56.000000,330.0,0.03636363636363636,0,Human
116,S000117,3,68.0,137.33333333333334,94.33333333333333,U0117,2024-01-26 14:03:27.000000,2024-01-26 14:04:27.000000,60.0,0.05,0,Human
117,S000118,8,74.0,105.125,81.75,U0118,2024-01-17 06:09:16.000000,2024-01-17 06:12:46.000000,210.0,0.0380952380952381,0,Human
118,S000119,7,59.57142857142857,116.71428571428571,119.71428571428571,U0119,2024-01-27 02:07:26.000000,2024-01-27 02:10:26.000000,180.0,0.03888888888888889,0,Human
119,S000120,10,65.9,115.8,95.2,U0120,2024-01-07 04:09:32.000000,2024-01-07 04:14:02.000000,270.0,0.037037037037037035,0,Human
120,S000121,4,67.25,107.75,85.0,U0121,2024-01-03 22:03:43.000000,2024-01-03 22:05:13.000000,90.0,0.044444444444444446,0,Human
121,S000122,7,63.142857142857146,144.42857142857142,90.42857142857143,U0122,2024-01-22 21:10:34.000000,2024-01-22 21:13:34.000000,180.0,0.03888888888888889,0,Human
122,S000123,9,80.33333333333333,120.11111111111111,80.77777777777777,U0123,2024-01-04 23:08:15.000000,2024-01-04 23:12:15.000000,240.0,0.0375,0,Human
123,S000124,10,64.3,111.1,90.3,U0124,2024-01-12 17:10:24.000000,2024-01-12 17:14:54.000000,270.0,0.037037037037037035,0,Human
124,S000125,5,77.4,106.8,101.2,U0125,2024-01-25 09:05:27.000000,2024-01-25 09:07:27.000000,120.0,0.041666666666666664,0,Human
125,S000126,12,70.33333333333333,123.58333333333333,107.08333333333333,U0126,2024-01-24 23:11:01.000000,2024-01-24 23:16:31.000000,330.0,0.03636363636363636,0,Human
126,S000127,10,65.3,100.9,81.2,U0127,2024-01-12 13:10:44.000000,2024-01-12 13:15:14.000000,270.0,0.037037037037037035,0,Human
127,S000128,10,64.9,107.7,75.7,U0128,2024-01-21 07:09:33.000000,2024-01-21 07:14:03.000000,270.0,0.037037037037037035,0,Human
128,S000129,14,59.5,81.64285714285714,72.85714285714286,U0129,2024-01-07 23:15:03.000000,2024-01-07 23:21:33.000000,390.0,0.035897435897435895,0,Human
129,S000130,4,81.25,99.75,103.25,U0130,2024-01-01 12:03:48.000000,2024-01-01 12:05:18.000000,90.0,0.044444444444444446,0,Human
130,S000131,11,60.90909090909091,136.27272727272728,103.27272727272727,U0131,2024-01-24 10:09:22.000000,2024-01-24 10:14:22.000000,300.0,0.03666666666666667,0,Human
131,S000132,8,72.625,116.375,96.5,U0132,2024-01-17 02:07:29.000000,2024-01-17 02:10:59.000000,210.0,0.0380952380952381,0,Human
132,S000133,6,72.0,87.66666666666667,88.33333333333333,U0133,2024-01-27 11:05:06.000000,2024-01-27 11:07:36.000000,150.0,0.04,0,Human
